min_drivers,min_trucks_peak,total_routes,overnight_pairs,day_cab_routes,avg_weekly_duty_hrs,max_weekly_duty_hrs,trucks_Mon,trucks_Tue,trucks_Wed,trucks_Thu,trucks_Fri
7,7,27,0,27,38.29,60.54,4,5,7,6,5
