min_drivers,min_trucks_peak,total_routes,overnight_pairs,day_cab_routes,avg_weekly_duty_hrs,max_weekly_duty_hrs,trucks_Mon,trucks_Tue,trucks_Wed,trucks_Thu,trucks_Fri
6,6,30,0,30,53.62,61.95,6,6,6,6,6
